,Product_Code,Date,Order_Demand
939199,Product_1350,2016-07-08,1000
927433,Product_1661,2016-07-08,12
875264,Product_1250,2016-07-08,2000
922189,Product_1234,2016-07-08,8000
857907,Product_0273,2016-07-08,400
985348,Product_1464,2016-07-08,0
875265,Product_1262,2016-07-08,2000
985347,Product_1509,2016-07-08,100
1047523,Product_1267,2016-07-08,9000
875266,Product_1359,2016-07-08,4000
875267,Product_1410,2016-07-08,1000
875268,Product_1469,2016-07-08,1500
904060,Product_0614,2016-07-08,2
942704,Product_1969,2016-07-08,400
952965,Product_0406,2016-07-08,500
881045,Product_1667,2016-07-08,1
1004106,Product_1250,2016-07-08,500
1004107,Product_1469,2016-07-08,500
1047522,Product_1376,2016-07-08,1000
875269,Product_1470,2016-07-08,1000
1013040,Product_0735,2016-07-08,5
1047521,Product_1267,2016-07-08,3000
985349,Product_1509,2016-07-08,0
1045923,Product_1314,2016-07-08,100
1013042,Product_0790,2016-07-08,5
859976,Product_0890,2016-07-08,210
1034965,Product_1168,2016-07-08,1
1013041,Product_0737,2016-07-08,5
933613,Product_0738,2016-07-08,10
932883,Product_1314,2016-07-08,1000
932884,Product_1392,2016-07-08,2000
859978,Product_0894,2016-07-08,30
933614,Product_0754,2016-07-08,10
957272,Product_1878,2016-07-08,2000
957273,Product_0019,2016-07-08,1000
955304,Product_1278,2016-07-08,10000
989382,Product_0131,2016-07-08,20
922190,Product_1391,2016-07-08,1000
985097,Product_0031,2016-07-08,0
985096,Product_0031,2016-07-08,500
933616,Product_1929,2016-07-08,3
1025719,Product_1018,2016-07-08,2000
1047563,Product_0028,2016-07-08,50
1045925,Product_1478,2016-07-08,200
1045924,Product_1429,2016-07-08,100
1005679,Product_1427,2016-07-08,100
985346,Product_1464,2016-07-08,4000
892385,Product_1282,2016-07-08,30000
1026552,Product_0308,2016-07-08,1
944352,Product_1555,2016-07-08,2000
892464,Product_1839,2016-07-08,2000
911551,Product_0606,2016-07-08,50
986630,Product_1772,2016-07-08,1
918482,Product_1378,2016-07-08,30000
875270,Product_1359,2016-07-08,6000
1025718,Product_1017,2016-07-08,200
978560,Product_1461,2016-07-08,1050
978559,Product_1422,2016-07-08,4300
949026,Product_1565,2016-07-08,200
978558,Product_1421,2016-07-08,1300
887609,Product_1287,2016-07-08,20000
1034496,Product_1452,2016-07-08,0
922130,Product_1009,2016-07-08,1700
970700,Product_1241,2016-07-08,1000
1023200,Product_0332,2016-07-08,4
994245,Product_1421,2016-07-08,1500
918485,Product_1452,2016-07-08,10000
994244,Product_1420,2016-07-08,900
1029896,Product_2037,2016-07-08,3
988901,Product_1299,2016-07-08,5000
962895,Product_0036,2016-07-08,5000
985343,Product_1424,2016-07-08,0
879544,Product_1452,2016-07-08,200
879543,Product_1381,2016-07-08,200
918207,Product_1295,2016-07-08,2000
955164,Product_1359,2016-07-08,75000
955165,Product_2014,2016-07-08,100
1026488,Product_1480,2016-07-08,4000
922101,Product_1926,2016-07-08,3
941575,Product_0627,2016-07-08,50
1026487,Product_1394,2016-07-08,2000
879542,Product_1294,2016-07-08,400
887265,Product_1274,2016-07-08,10000
1026413,Product_1295,2016-07-08,1000
1026412,Product_1287,2016-07-08,1000
879541,Product_1286,2016-07-08,1200
1034116,Product_0963,2016-07-08,300
1034117,Product_0964,2016-07-08,300
970248,Product_1542,2016-07-08,1000
988902,Product_1464,2016-07-08,1200
909735,Product_0033,2016-07-08,5000
922102,Product_1868,2016-07-08,2
933615,Product_0796,2016-07-08,10
904798,Product_0193,2016-07-08,1500
957938,Product_1287,2016-07-08,30000
983365,Product_1422,2016-07-08,0
983367,Product_1284,2016-07-08,1700
983368,Product_1424,2016-07-08,2700
1048159,Product_1851,2016-07-08,1
1048160,Product_1874,2016-07-08,1
877362,Product_1262,2016-07-08,500
885747,Product_1430,2016-07-08,5000
891418,Product_0064,2016-07-08,5000
912435,Product_0018,2016-07-08,10000
885748,Product_1360,2016-07-08,5000
903244,Product_0664,2016-07-08,5
988290,Product_1976,2016-07-08,2
891419,Product_0083,2016-07-08,6000
872858,Product_1152,2016-07-08,120000
872853,Product_1152,2016-07-08,150000
909316,Product_1859,2016-07-08,1
1032404,Product_2020,2016-07-08,75
967535,Product_1905,2016-07-08,10000
894590,Product_1023,2016-07-08,100
994573,Product_1672,2016-07-08,20
968476,Product_1453,2016-07-08,20000
1046290,Product_2171,2016-07-08,1
967534,Product_1901,2016-07-08,1000
983364,Product_1500,2016-07-08,50
1003425,Product_1104,2016-07-08,1000
983363,Product_1423,2016-07-08,2600
885746,Product_1262,2016-07-08,5000
1039648,Product_1880,2016-07-08,400
967598,Product_1294,2016-07-08,1000
971494,Product_2138,2016-07-08,14
990484,Product_1548,2016-07-08,0
990483,Product_1513,2016-07-08,0
990481,Product_1548,2016-07-08,750
990480,Product_1513,2016-07-08,6500
990479,Product_1299,2016-07-08,10000
990478,Product_1249,2016-07-08,3000
990477,Product_1409,2016-07-08,400
885704,Product_2021,2016-07-08,200
994681,Product_1250,2016-07-08,1000
971489,Product_0217,2016-07-08,28
1014127,Product_1478,2016-07-08,300
990476,Product_0415,2016-07-08,3100
1011564,Product_1196,2016-07-08,100
948138,Product_0025,2016-07-08,100
979998,Product_2128,2016-07-08,40
932275,Product_1712,2016-07-08,3
951329,Product_1262,2016-07-08,10000
994687,Product_1822,2016-07-08,10
939697,Product_1570,2016-07-08,220000
890747,Product_1248,2016-07-08,1000
946074,Product_0654,2016-07-08,1
983361,Product_1314,2016-07-08,300
983362,Product_1422,2016-07-08,100
951330,Product_1316,2016-07-08,10000
1003426,Product_1106,2016-07-08,1000
887853,Product_1451,2016-07-08,60000
971369,Product_1453,2016-07-08,5000
979888,Product_0984,2016-07-08,0
971368,Product_1378,2016-07-08,10000
994506,Product_1017,2016-07-08,100
1013725,Product_1023,2016-07-08,300
979887,Product_0982,2016-07-08,0
902961,Product_0008,2016-07-08,500
1013724,Product_1023,2016-07-08,200
979886,Product_0979,2016-07-08,0
979885,Product_0984,2016-07-08,100
979884,Product_0982,2016-07-08,100
979883,Product_0979,2016-07-08,200
1001815,Product_1884,2016-07-08,100
1017624,Product_0036,2016-07-08,1000
979847,Product_1669,2016-07-08,10
983912,Product_1470,2016-07-08,2500
930406,Product_1749,2016-07-08,3
930405,Product_0789,2016-07-08,10
930404,Product_0786,2016-07-08,10
959718,Product_0338,2016-07-08,2
959717,Product_0130,2016-07-08,5
930403,Product_0776,2016-07-08,12
1003427,Product_1107,2016-07-08,1000
989350,Product_2132,2016-07-08,216
870015,Product_1359,2016-07-08,3000
861367,Product_1350,2016-07-08,4000
1038337,Product_0501,2016-07-08,12
971601,Product_1154,2016-07-08,8000
1041133,Product_0248,2016-07-08,24
1031759,Product_1226,2016-07-08,100
957937,Product_1286,2016-07-08,30000
861344,Product_1353,2016-07-08,9000
858947,Product_1406,2016-07-08,2000
861343,Product_1352,2016-07-08,2000
861342,Product_1348,2016-07-08,26000
858946,Product_1349,2016-07-08,2000
858945,Product_1280,2016-07-08,2000
918319,Product_1025,2016-07-08,1
882043,Product_0019,2016-07-08,500
974933,Product_0603,2016-07-08,200
937982,Product_1667,2016-07-08,11
1003539,Product_0677,2016-07-08,50
1020189,Product_0236,2016-07-08,4
983850,Product_1388,2016-07-08,2000
983851,Product_1513,2016-07-08,1000
983852,Product_1560,2016-07-08,300
1014705,Product_1562,2016-07-08,1000
1019647,Product_1838,2016-07-08,5000
1031638,Product_0901,2016-07-08,50
870016,Product_1248,2016-07-08,5000
971500,Product_0353,2016-07-08,2
908593,Product_1342,2016-07-08,4000
1003163,Product_0658,2016-07-08,10
1014300,Product_1251,2016-07-08,100
1014301,Product_1260,2016-07-08,100
1028462,Product_1260,2016-07-08,500
1014302,Product_1261,2016-07-08,100
935502,Product_1001,2016-07-08,200
1028466,Product_1213,2016-07-08,2000
1028467,Product_1374,2016-07-08,1000
1006643,Product_1106,2016-07-08,100
1028469,Product_1479,2016-07-08,1000
1006644,Product_1107,2016-07-08,100
885602,Product_1393,2016-07-08,10000
903311,Product_0349,2016-07-08,65
1028472,Product_1516,2016-07-08,500
975276,Product_0502,2016-07-08,2
1041437,Product_0619,2016-07-08,100
873209,Product_0598,2016-07-08,1
873210,Product_1801,2016-07-08,1
964686,Product_1493,2016-07-08,500
1043649,Product_1569,2016-07-08,100
968101,Product_0225,2016-07-08,42
873011,Product_0318,2016-07-08,2
988206,Product_1776,2016-07-08,3
956329,Product_1134,2016-07-08,2500
883380,Product_1526,2016-07-08,1000
1028461,Product_1258,2016-07-08,500
996093,Product_0008,2016-07-08,3000
1028460,Product_1257,2016-07-08,1000
926471,Product_1729,2016-07-08,1000
1028433,Product_1452,2016-07-08,300
992449,Product_1424,2016-07-08,1000
956396,Product_1381,2016-07-08,3000
1028435,Product_1344,2016-07-08,1000
1028436,Product_1439,2016-07-08,1000
894329,Product_1294,2016-07-08,20000
1004632,Product_1868,2016-07-08,1
992450,Product_1443,2016-07-08,4000
1004631,Product_0631,2016-07-08,1
944177,Product_1359,2016-07-08,5000
928966,Product_1308,2016-07-08,200
944188,Product_1456,2016-07-08,1000
944189,Product_1377,2016-07-08,3000
857404,Product_1294,2016-07-08,14000
1041393,Product_1786,2016-07-08,2
996138,Product_0645,2016-07-08,5
1014282,Product_1824,2016-07-08,5000
967946,Product_1721,2016-07-08,1
964570,Product_0712,2016-07-08,30
885543,Product_0382,2016-07-08,500
926472,Product_1730,2016-07-08,300
928968,Product_1472,2016-07-08,300
904956,Product_1278,2016-07-08,19000
1037235,Product_1222,2016-07-08,400
891109,Product_1453,2016-07-08,10000
1001248,Product_1153,2016-07-08,5000
876514,Product_0968,2016-07-08,100
903450,Product_0202,2016-07-08,500
935893,Product_0738,2016-07-08,35
935894,Product_0738,2016-07-08,5
939785,Product_1315,2016-07-08,20000
935895,Product_0754,2016-07-08,30
1032199,Product_1764,2016-07-08,4
939784,Product_1250,2016-07-08,20000
916605,Product_1969,2016-07-08,500
953951,Product_0013,2016-07-08,400
885325,Product_1274,2016-07-08,2000
885324,Product_1450,2016-07-08,1000
909336,Product_0759,2016-07-08,150
909335,Product_1859,2016-07-08,2
864004,Product_1359,2016-07-08,50000
861656,Product_1361,2016-07-08,50000
946269,Product_0407,2016-07-08,125
946271,Product_1453,2016-07-08,100
946272,Product_1463,2016-07-08,1300
946273,Product_1512,2016-07-08,1000
1046467,Product_1483,2016-07-08,1000
1046468,Product_1523,2016-07-08,1000
967601,Product_1452,2016-07-08,2000
951331,Product_1371,2016-07-08,12000
967599,Product_1381,2016-07-08,1000
953965,Product_0012,2016-07-08,6000
953966,Product_1981,2016-07-08,1500
953967,Product_2004,2016-07-08,1000
951332,Product_1430,2016-07-08,10000
876515,Product_0971,2016-07-08,50
948418,Product_0409,2016-07-08,10
948417,Product_0408,2016-07-08,375
912506,Product_0407,2016-07-08,1000
948416,Product_0410,2016-07-08,6
968186,Product_0473,2016-07-08,2
948415,Product_0409,2016-07-08,6
876656,Product_0071,2016-07-08,5000
939946,Product_1802,2016-07-08,5
948414,Product_0408,2016-07-08,150
948413,Product_0407,2016-07-08,150
909344,Product_0613,2016-07-08,20
939947,Product_1843,2016-07-08,2000
1006590,Product_0304,2016-07-08,2
876764,Product_1348,2016-07-08,2000
1011334,Product_1996,2016-07-08,100
1046465,Product_1267,2016-07-08,5000
1046466,Product_1376,2016-07-08,3000
1041275,Product_0286,2016-07-08,20
1008524,Product_1017,2016-07-08,50
980315,Product_1392,2016-07-08,1000
980316,Product_1519,2016-07-08,600
951333,Product_1452,2016-07-08,5000
953985,Product_2031,2016-07-08,3000
953984,Product_2010,2016-07-08,1000
953983,Product_0479,2016-07-08,4100
953977,Product_1986,2016-07-08,500
953976,Product_0356,2016-07-08,1000
996189,Product_1740,2016-07-08,5000
861345,Product_1354,2016-07-08,32000
997104,Product_1600,2016-07-08,1000
1024306,Product_1419,2016-07-08,200
912327,Product_1676,2016-07-08,30
1024305,Product_1417,2016-07-08,300
1024304,Product_1416,2016-07-08,300
1024303,Product_1411,2016-07-08,200
910003,Product_1833,2016-07-08,15000
910002,Product_1805,2016-07-08,6
977012,Product_1960,2016-07-08,8
937820,Product_1350,2016-07-08,3000
914656,Product_0062,2016-07-08,1000
887991,Product_1157,2016-07-08,20000
977011,Product_1957,2016-07-08,20
868779,Product_1430,2016-07-08,1500
868780,Product_1250,2016-07-08,3000
864337,Product_1532,2016-07-08,200
910703,Product_0654,2016-07-08,10
1039480,Product_1753,2016-07-08,1
920762,Product_1301,2016-07-08,100
1024249,Product_0905,2016-07-08,50
858740,Product_0031,2016-07-08,100
1006027,Product_1176,2016-07-08,10
1024842,Product_0621,2016-07-08,2
1035226,Product_1816,2016-07-08,2
1024307,Product_1420,2016-07-08,300
870184,Product_1248,2016-07-08,3000
1006584,Product_2039,2016-07-08,2
1029262,Product_1674,2016-07-08,8
990222,Product_1003,2016-07-08,4500
979521,Product_1388,2016-07-08,1400
1001930,Product_1992,2016-07-08,200
945635,Product_1016,2016-07-08,200
857115,Product_1359,2016-07-08,1000
1017629,Product_2001,2016-07-08,200
1010200,Product_1765,2016-07-08,1500
979520,Product_1384,2016-07-08,100
979519,Product_1284,2016-07-08,1200
979518,Product_1249,2016-07-08,2000
907116,Product_1466,2016-07-08,1000
907115,Product_1341,2016-07-08,100000
1039028,Product_1679,2016-07-08,2
1039029,Product_1691,2016-07-08,12
1024311,Product_1428,2016-07-08,200
1024310,Product_1425,2016-07-08,200
1024309,Product_1424,2016-07-08,300
1024308,Product_1423,2016-07-08,200
863224,Product_1213,2016-07-08,1000
979525,Product_1249,2016-07-08,1600
865592,Product_0083,2016-07-08,2000
920761,Product_1492,2016-07-08,500
1007538,Product_1991,2016-07-08,1000
969018,Product_1938,2016-07-08,2
995269,Product_1548,2016-07-08,150
957944,Product_1240,2016-07-08,600
858695,Product_1763,2016-07-08,1
934755,Product_1390,2016-07-08,300
957943,Product_1530,2016-07-08,500
990144,Product_1410,2016-07-08,3000
990143,Product_1299,2016-07-08,3000
881884,Product_0607,2016-07-08,250
995268,Product_1422,2016-07-08,1400
914255,Product_1382,2016-07-08,20000
957941,Product_1456,2016-07-08,12500
1005699,Product_0639,2016-07-08,1
1047761,Product_0282,2016-07-08,40
914253,Product_1295,2016-07-08,20000
860629,Product_1264,2016-07-08,2000
957940,Product_1295,2016-07-08,30000
957939,Product_1294,2016-07-08,30000
918786,Product_2068,2016-07-08,10
858694,Product_1757,2016-07-08,1
1047760,Product_0282,2016-07-08,20
905635,Product_2167,2016-07-08,100
1047804,Product_0235,2016-07-08,5
940380,Product_1540,2016-07-08,500
1017221,Product_0621,2016-07-08,1
865593,Product_0089,2016-07-08,2000
920760,Product_1246,2016-07-08,30000
995266,Product_1284,2016-07-08,600
995267,Product_1299,2016-07-08,500
909049,Product_0995,2016-07-08,50
875965,Product_1316,2016-07-08,2000
875964,Product_1241,2016-07-08,2000
1007448,Product_1093,2016-07-08,8
968984,Product_0620,2016-07-08,3
987964,Product_1470,2016-07-08,4800
1047805,Product_0237,2016-07-08,55
953509,Product_0608,2016-07-08,5
987963,Product_1410,2016-07-08,2600
987962,Product_1250,2016-07-08,4500
959690,Product_0219,2016-07-08,500
979526,Product_1276,2016-07-08,3800
939698,Product_1570,2016-07-08,40000
945752,Product_1191,2016-07-08,1750
873851,Product_1766,2016-07-08,2000
979535,Product_1420,2016-07-08,0
1033141,Product_2131,2016-07-08,2
897521,Product_0512,2016-07-08,6
891910,Product_1271,2016-07-08,3000
1024798,Product_0976,2016-07-08,100
1007945,Product_1684,2016-07-08,6
893772,Product_1359,2016-07-08,2000
979537,Product_1496,2016-07-08,0
897491,Product_0496,2016-07-08,5
897490,Product_0453,2016-07-08,8
897522,Product_0516,2016-07-08,6
902922,Product_1241,2016-07-08,4000
893770,Product_1479,2016-07-08,2000
946704,Product_1512,2016-07-08,5000
1027397,Product_0016,2016-07-08,100
946703,Product_1463,2016-07-08,5000
946702,Product_1401,2016-07-08,5000
946701,Product_1387,2016-07-08,5000
897489,Product_0151,2016-07-08,5
941627,Product_1766,2016-07-08,30000
895757,Product_2072,2016-07-08,50
864154,Product_1439,2016-07-08,50000
873832,Product_1393,2016-07-08,2000
979534,Product_1284,2016-07-08,0
930400,Product_0722,2016-07-08,5
1000891,Product_0672,2016-07-08,2
979530,Product_1464,2016-07-08,2700
979529,Product_1420,2016-07-08,1800
945757,Product_1463,2016-07-08,200
1006589,Product_0302,2016-07-08,2
979528,Product_1409,2016-07-08,600
979531,Product_1496,2016-07-08,2250
890338,Product_1241,2016-07-08,200000
988379,Product_2070,2016-07-08,3
1035851,Product_1991,2016-07-08,500
1019570,Product_0613,2016-07-08,10
861065,Product_0021,2016-07-08,500
878086,Product_1451,2016-07-08,100000
945679,Product_1732,2016-07-08,1000
979532,Product_1548,2016-07-08,1200
979533,Product_1276,2016-07-08,0
979527,Product_1284,2016-07-08,700
904958,Product_1278,2016-07-10,50000
976551,Product_1672,2016-07-10,30
948440,Product_1387,2016-07-11,200
870025,Product_1359,2016-07-11,2000
997927,Product_0557,2016-07-11,5000
1025341,Product_1683,2016-07-11,4
925714,Product_1389,2016-07-11,1000
977259,Product_0122,2016-07-11,20
970881,Product_1151,2016-07-11,5000
865366,Product_1359,2016-07-11,7000
886791,Product_1236,2016-07-11,500
997926,Product_0556,2016-07-11,5000
971185,Product_1382,2016-07-11,5000
997928,Product_0558,2016-07-11,5000
948428,Product_1508,2016-07-11,200
918930,Product_1287,2016-07-11,5000
911008,Product_0034,2016-07-11,100
887500,Product_0028,2016-07-11,100
1035677,Product_0139,2016-07-11,10
999457,Product_1891,2016-07-11,15
1023202,Product_0286,2016-07-11,20
881417,Product_1981,2016-07-11,100
948422,Product_1508,2016-07-11,100
948438,Product_1458,2016-07-11,300
999458,Product_1891,2016-07-11,58
933051,Product_1908,2016-07-11,1
918278,Product_1287,2016-07-11,10000
994867,Product_1250,2016-07-11,1200
865365,Product_1274,2016-07-11,2000
918928,Product_1222,2016-07-11,3000
948424,Product_1463,2016-07-11,400
918929,Product_1286,2016-07-11,5000
948426,Product_1401,2016-07-11,200
997930,Product_0561,2016-07-11,2000
999456,Product_0287,2016-07-11,180
948439,Product_1463,2016-07-11,200
986279,Product_0189,2016-07-11,20
948421,Product_1463,2016-07-11,100
986280,Product_1886,2016-07-11,100
918931,Product_1294,2016-07-11,5000
918787,Product_2061,2016-07-11,20
994869,Product_1548,2016-07-11,250
906502,Product_0664,2016-07-11,33
881451,Product_1242,2016-07-11,1000
986369,Product_1388,2016-07-11,0
952082,Product_0613,2016-07-11,6
970527,Product_1248,2016-07-11,550000
948433,Product_1458,2016-07-11,100
1024717,Product_0031,2016-07-11,100
986306,Product_0349,2016-07-11,1
887107,Product_1970,2016-07-11,3000
869308,Product_1381,2016-07-11,5000
970525,Product_1248,2016-07-11,240000
997855,Product_1403,2016-07-11,3000
986368,Product_1388,2016-07-11,5000
939876,Product_1846,2016-07-11,5000
897170,Product_0349,2016-07-11,5
1005020,Product_1729,2016-07-11,1000
994871,Product_1548,2016-07-11,0
994870,Product_1250,2016-07-11,0
999233,Product_0301,2016-07-11,6
1008290,Product_0487,2016-07-11,3
918933,Product_1455,2016-07-11,500
1035685,Product_0273,2016-07-11,10
926473,Product_0001,2016-07-11,300
1024716,Product_0020,2016-07-11,200
870699,Product_1315,2016-07-11,5000
997887,Product_0923,2016-07-11,1200
881886,Product_0618,2016-07-11,500
932887,Product_1469,2016-07-11,300
995270,Product_1284,2016-07-11,0
995271,Product_1299,2016-07-11,0
995272,Product_1422,2016-07-11,0
1023459,Product_0292,2016-07-11,2
995151,Product_0643,2016-07-11,1
957948,Product_1246,2016-07-11,1000
881885,Product_0608,2016-07-11,8
997886,Product_0922,2016-07-11,100
888072,Product_1248,2016-07-11,1000
957947,Product_1493,2016-07-11,500
957946,Product_1455,2016-07-11,3000
957945,Product_1392,2016-07-11,1000
932886,Product_1430,2016-07-11,500
1024718,Product_1992,2016-07-11,100
932885,Product_1401,2016-07-11,300
869367,Product_1459,2016-07-11,1000
994868,Product_1410,2016-07-11,2000
918486,Product_0409,2016-07-11,60
999415,Product_0486,2016-07-11,28
918932,Product_1453,2016-07-11,1000
985731,Product_0979,2016-07-11,100
1023201,Product_0847,2016-07-11,1
881216,Product_1672,2016-07-11,30
932434,Product_1034,2016-07-11,200
999332,Product_0229,2016-07-11,2
999333,Product_0229,2016-07-11,194
1034935,Product_1514,2016-07-11,300
972341,Product_0050,2016-07-11,100
1023910,Product_1106,2016-07-11,100
880735,Product_1294,2016-07-11,10000
1025451,Product_1399,2016-07-11,1000
880736,Product_1377,2016-07-11,10000
1035621,Product_0631,2016-07-11,6
997993,Product_1403,2016-07-11,5000
880737,Product_1452,2016-07-11,10000
897414,Product_0250,2016-07-11,200
1039649,Product_2027,2016-07-11,200
1035199,Product_0901,2016-07-11,150
971598,Product_1154,2016-07-11,4000
1016903,Product_1796,2016-07-11,200
998156,Product_0379,2016-07-11,6000
1039030,Product_1684,2016-07-11,2
951853,Product_0608,2016-07-11,3
999558,Product_2165,2016-07-11,12
1018445,Product_0987,2016-07-11,150
976927,Product_0123,2016-07-11,250
1039031,Product_0339,2016-07-11,1
910405,Product_1393,2016-07-11,6000
1039933,Product_1621,2016-07-11,800
952204,Product_1374,2016-07-11,24000
997990,Product_0071,2016-07-11,20000
1023169,Product_1689,2016-07-11,1
961677,Product_1294,2016-07-11,30000
997995,Product_0642,2016-07-11,1
1016993,Product_1749,2016-07-11,1
919048,Product_0664,2016-07-11,10
970977,Product_1359,2016-07-11,25000
881215,Product_1670,2016-07-11,40
881214,Product_1673,2016-07-11,1
977179,Product_1469,2016-07-11,600
1008933,Product_1016,2016-07-11,200
881217,Product_1700,2016-07-11,24
879878,Product_1295,2016-07-11,2000
998477,Product_0385,2016-07-11,10000
918740,Product_1015,2016-07-11,500
898102,Product_1719,2016-07-11,54
898193,Product_0495,2016-07-11,10
977180,Product_1513,2016-07-11,19900
865294,Product_0033,2016-07-11,1500
999557,Product_1794,2016-07-11,5
1016999,Product_1991,2016-07-11,100
897461,Product_1719,2016-07-11,27
998153,Product_0558,2016-07-11,2000
866022,Product_1991,2016-07-11,300
1024659,Product_0819,2016-07-11,1
977082,Product_0647,2016-07-11,1
866166,Product_1988,2016-07-11,1000
907366,Product_0553,2016-07-11,500
1017631,Product_1878,2016-07-11,100
1017634,Product_1878,2016-07-11,200
1034934,Product_1472,2016-07-11,300
1016994,Product_1771,2016-07-11,1
1025236,Product_0029,2016-07-11,50
948420,Product_1401,2016-07-11,100
1025539,Product_0408,2016-07-11,750
910877,Product_0064,2016-07-11,1000
1018446,Product_0989,2016-07-11,100
888654,Product_1360,2016-07-11,10000
1046659,Product_0621,2016-07-11,1
1045928,Product_1314,2016-07-11,1000
918927,Product_0088,2016-07-11,1000
907132,Product_1241,2016-07-11,7000
1045927,Product_1514,2016-07-11,2000
858617,Product_1901,2016-07-11,3000
880442,Product_1377,2016-07-11,5000
886798,Product_1653,2016-07-11,500
972363,Product_0046,2016-07-11,200
972481,Product_0183,2016-07-11,6
951956,Product_1991,2016-07-11,2000
948444,Product_1387,2016-07-11,100
994866,Product_1441,2016-07-11,0
1024695,Product_1015,2016-07-11,200
919451,Product_0631,2016-07-11,10
1045926,Product_1239,2016-07-11,100
997932,Product_0563,2016-07-11,2000
997931,Product_0562,2016-07-11,2000
1025720,Product_1017,2016-07-11,400
948419,Product_1512,2016-07-11,2000
1025654,Product_1344,2016-07-11,1000
1005017,Product_0014,2016-07-11,4000
901706,Product_0458,2016-07-11,10
1045930,Product_1478,2016-07-11,500
926168,Product_0770,2016-07-11,50
910878,Product_0083,2016-07-11,1000
910406,Product_1368,2016-07-11,500
998478,Product_0385,2016-07-11,26000
901719,Product_0487,2016-07-11,100
880021,Product_1408,2016-07-11,1000
1024275,Product_1816,2016-07-11,3
1024250,Product_0363,2016-07-11,1
1039481,Product_0620,2016-07-11,1
998155,Product_0552,2016-07-11,500
901718,Product_0486,2016-07-11,10
998154,Product_1596,2016-07-11,2000
1016853,Product_0613,2016-07-11,1
995483,Product_0418,2016-07-11,11000
906732,Product_1991,2016-07-11,200
910407,Product_1463,2016-07-11,1000
1035305,Product_1023,2016-07-11,100
865735,Product_1174,2016-07-11,30
1023168,Product_1676,2016-07-11,1
882044,Product_0031,2016-07-11,500
910828,Product_1294,2016-07-11,1000
910827,Product_1286,2016-07-11,1000
886797,Product_1648,2016-07-11,500
971617,Product_1154,2016-07-11,2000
961009,Product_1359,2016-07-11,1000
998394,Product_0613,2016-07-11,12
972724,Product_1424,2016-07-11,100
997987,Product_1213,2016-07-11,600
1025540,Product_0410,2016-07-11,50
1012386,Product_0232,2016-07-11,1
1021627,Product_1678,2016-07-11,18
968382,Product_0524,2016-07-11,4
968381,Product_0516,2016-07-11,4
990485,Product_0081,2016-07-11,2200
966450,Product_0324,2016-07-11,11
990486,Product_1410,2016-07-11,13700
968383,Product_0534,2016-07-11,4
990487,Product_1422,2016-07-11,200
990489,Product_1469,2016-07-11,400
884142,Product_0982,2016-07-11,50
946281,Product_1512,2016-07-11,500
946280,Product_1463,2016-07-11,500
946279,Product_0410,2016-07-11,20
990488,Product_1424,2016-07-11,700
1021544,Product_2101,2016-07-11,20
1021545,Product_2102,2016-07-11,5
1021546,Product_1136,2016-07-11,100
943873,Product_1382,2016-07-11,10000
905175,Product_1264,2016-07-11,1000
890752,Product_1250,2016-07-11,1000
979981,Product_0394,2016-07-11,1
991666,Product_0936,2016-07-11,5000
1029887,Product_1429,2016-07-11,200
981515,Product_1107,2016-07-11,100
944413,Product_1936,2016-07-11,1
1021549,Product_1139,2016-07-11,100
1021548,Product_1138,2016-07-11,100
980021,Product_2055,2016-07-11,10
1014512,Product_0713,2016-07-11,10
1021547,Product_1137,2016-07-11,100
968388,Product_0261,2016-07-11,4
946278,Product_0409,2016-07-11,5
946277,Product_0408,2016-07-11,500
946276,Product_0407,2016-07-11,125
956553,Product_0832,2016-07-11,10000
966484,Product_2066,2016-07-11,14
966485,Product_2069,2016-07-11,29
950096,Product_1267,2016-07-11,150000
905065,Product_1548,2016-07-11,500
912629,Product_1016,2016-07-11,156000
1002213,Product_2007,2016-07-11,1000
873073,Product_0215,2016-07-11,10
1011088,Product_1868,2016-07-11,1
1011089,Product_1874,2016-07-11,1
867178,Product_0021,2016-07-11,3000
885638,Product_1435,2016-07-11,10000
1002212,Product_1992,2016-07-11,1000
876345,Product_1248,2016-07-11,10000
938462,Product_1905,2016-07-11,1000
1041365,Product_1825,2016-07-11,2500
872966,Product_0083,2016-07-11,260000
983371,Product_1469,2016-07-11,3800
992671,Product_0226,2016-07-11,50
890959,Product_0016,2016-07-11,5000
987295,Product_1618,2016-07-11,1
987296,Product_1645,2016-07-11,2
987297,Product_1646,2016-07-11,1
890919,Product_1274,2016-07-11,10000
1041276,Product_1682,2016-07-11,2
987298,Product_1794,2016-07-11,2
867628,Product_1225,2016-07-11,1000
944446,Product_1966,2016-07-11,200
987299,Product_1807,2016-07-11,6
1014447,Product_1355,2016-07-11,1000
981442,Product_2056,2016-07-11,1
1002317,Product_0445,2016-07-11,10
966483,Product_2065,2016-07-11,7
863918,Product_1850,2016-07-11,5
876568,Product_1479,2016-07-11,10000
905176,Product_1342,2016-07-11,1000
966412,Product_0508,2016-07-11,9
1032405,Product_1012,2016-07-11,100
992853,Product_2057,2016-07-11,4
1027406,Product_1765,2016-07-11,100
917463,Product_1316,2016-07-11,1000
1027407,Product_1985,2016-07-11,100
1027408,Product_2000,2016-07-11,100
1027409,Product_2028,2016-07-11,300
1027410,Product_0026,2016-07-11,100
968657,Product_1451,2016-07-11,6000
968652,Product_1312,2016-07-11,100
868443,Product_1581,2016-07-11,2000
